# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 11:56:26 2025
#
# User preference: *
#
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
#
loc_rowid,koi_period,koi_duration,koi_prad,koi_insol,koi_teq,koi_steff,koi_srad
1455,6.355856820,1.55000,0.86,15.10,503.0,3706.00,0.5220
1456,1.970340203,1.79010,3.97,1540.07,1599.0,4883.00,1.6670
1457,5.058213380,1.13200,10.69,439.80,1168.0,4883.00,1.6670
1458,26.853236470,4.45570,2.65,20.77,544.0,5329.00,0.8690
1459,25.098508300,2.77270,1.59,43.84,656.0,5782.00,1.0950
1460,34.268574100,4.82510,2.44,12.20,477.0,5083.00,0.8720
1461,5.753215390,1.79480,3.14,169.44,920.0,5445.00,0.9290
1462,5.508606990,3.07880,1.49,179.62,934.0,5448.00,0.8830
1463,18.930551190,3.37200,4.41,81.42,766.0,5015.00,1.6430
1464,42.943862580,3.75910,41.62,17.26,520.0,5750.00,0.9400
1465,22.064020000,4.10000,2.67,60.81,712.0,6232.00,1.0900
1466,5.756245244,1.07100,2.24,84.16,773.0,4931.00,0.7340
1467,148.460181900,5.49900,3.61,1.56,285.0,5159.00,0.8210
1468,0.934885365,1.40830,3.21,4435.29,2080.0,4777.00,1.7950
1469,25.762684600,6.90800,2.66,37.99,633.0,5739.00,1.0690
1470,11.031783600,4.75300,1.45,117.67,840.0,5739.00,1.0690
1471,4.125119350,2.87700,0.88,252.18,1016.0,5598.00,0.8300
1472,4.224642160,1.40300,4.31,631.55,1279.0,6343.00,1.1400
1473,13.121621670,3.61380,1.99,164.48,913.0,6140.00,1.2770
1474,49.622066900,7.22200,3.33,20.99,546.0,5938.00,1.1840
1475,8.088016630,1.83340,2.94,92.93,792.0,5269.00,0.8740
1476,11.551038480,3.36010,2.17,120.76,845.0,5907.00,1.0580
1477,4.469754641,1.81300,2.26,350.69,1103.0,5988.00,0.9340
1478,15.773827940,4.95700,2.72,196.14,955.0,6283.00,1.5310
1479,6.562264830,4.01440,3.07,654.67,1290.0,5878.00,1.8120
1480,20.678763650,4.63950,2.42,74.36,749.0,5865.00,1.2720
1481,50.790346480,10.84740,10.60,33.12,612.0,6163.00,1.4060
1482,9.599932460,4.32060,2.08,206.91,967.0,5865.00,1.2720
1483,2.024820500,2.55000,1.01,1652.50,1625.0,5865.00,1.2720
1484,201.118319000,10.32800,2.28,1.92,300.0,5646.00,0.9540
1485,24.757765200,6.99800,2.44,40.74,644.0,6106.00,0.9660
1486,12.798317400,6.40100,2.88,160.33,908.0,5592.00,1.4510
1487,10.132005550,3.16830,1.67,25.66,574.0,4777.00,0.5610
1488,38.505224000,5.94100,2.45,18.98,532.0,5974.00,0.8810
1489,4.612673600,3.06430,1.60,663.80,1294.0,6140.00,1.2770
1490,8.678903120,3.53170,2.56,158.43,905.0,5509.00,1.1160
1491,39.313569900,5.01370,2.07,20.04,540.0,6060.00,0.9250
1492,5.945655160,2.16040,1.12,24.71,568.0,3974.00,0.5640
1493,1.523730730,1.47960,1.26,105.95,818.0,3746.00,0.5100
1494,4.225384543,2.82038,9.00,360.46,1111.0,5574.00,1.0540
1495,60.085384800,7.00700,2.40,13.07,485.0,6028.00,1.0470
1496,43.034336400,6.57100,2.50,13.01,484.0,5550.00,0.9110
1497,46.299105200,5.24810,4.33,29.04,592.0,5396.00,1.5070
1498,88.644001500,7.82000,2.51,5.51,391.0,5661.00,0.9340
1499,35.011908750,2.86800,2.97,31.35,603.0,5872.00,1.1530
1500,16.570992650,2.90520,2.03,33.53,614.0,5483.00,0.7790
1501,16.004966570,6.50470,3.71,276.53,1040.0,6384.00,1.9040
1502,1.954525966,2.09440,2.38,1331.18,1540.0,5741.00,1.1360
1503,15.095213230,3.41000,,,,,
1504,7.234003810,2.16500,1.78,112.48,831.0,5411.00,0.8500
1505,6.774089840,2.62150,2.50,295.82,1058.0,6246.00,1.0920
1506,20.172024672,3.14880,6.24,24.00,564.0,5064.00,0.8640
1507,26.410441990,3.07150,2.45,16.27,512.0,5448.00,0.7340
1508,8.277457640,2.71300,2.46,331.35,1088.0,5129.00,1.7810
1509,14.375045820,3.20800,2.05,90.16,786.0,5931.00,1.0530
1510,6.312191710,4.93770,2.17,342.04,1096.0,6322.00,1.0750
1511,147.973910000,6.85400,3.33,2.78,329.0,5578.00,0.9500
1512,13.245034820,4.40780,1.77,146.31,887.0,5636.00,1.3900
1513,77.255072600,10.21400,3.70,21.37,548.0,6564.00,1.3560
1514,3.856906860,2.08080,0.93,210.44,972.0,5272.00,0.8130
1515,116.331173900,7.02500,3.26,2.59,323.0,5354.00,0.8350
1516,86.049055000,29.28000,2.06,6.68,410.0,5733.00,0.9970
1517,6.319435530,3.34220,2.71,223.15,986.0,5670.00,1.0220
1518,12.209517550,4.18080,2.61,92.68,791.0,5670.00,1.0220
1519,3.076447090,2.63260,1.61,583.25,1253.0,5670.00,1.0220
1520,2.119130050,4.14100,1.35,4512.10,2090.0,5799.00,2.3770
1521,68.958447000,3.12800,1.11,6.17,402.0,5455.00,0.8880
1522,18.795912760,7.52350,7.39,124.64,852.0,6163.00,1.4060
1523,47.763977280,4.08000,,,,,
1524,63.038036600,7.37020,2.59,11.10,465.0,5798.00,1.0190
1525,9.693150230,5.67250,1.89,253.08,1017.0,5683.00,1.4720
1526,8.480312290,7.10500,2.58,193.86,952.0,5910.00,1.0780
1527,56.188643600,6.52720,2.56,15.13,503.0,5700.00,1.1760
1528,6.921014520,4.35910,1.48,34.85,619.0,4461.00,0.5850
1529,3.273447840,1.72920,0.81,36.05,625.0,3758.00,0.4960
1530,15.378901400,4.66200,2.94,275.53,1039.0,5817.00,2.1530
1531,134.478518900,5.92880,10.52,6.81,412.0,5791.00,1.3360
1532,5.007414194,1.35840,8.80,363.75,1114.0,5957.00,1.0420
1533,24.686623780,15.16800,48.04,412.55,1149.0,4648.00,5.1320
1534,98.717933200,6.59300,6.99,3.97,360.0,5808.00,0.7860
1535,71.525439380,5.91890,5.76,3.15,340.0,4855.00,0.7780
1536,17.504417260,4.25850,3.56,108.78,824.0,5815.00,1.3290
1537,1.720861290,2.02430,13.25,1743.61,1647.0,5742.00,1.2150
1538,56.434993300,4.73810,2.37,11.04,465.0,5534.00,1.0010
1539,33.788802800,5.49600,2.71,33.01,611.0,6202.00,1.0620
1540,3.215109385,4.36500,1.54,421.21,1155.0,5541.00,0.9340
1541,3.292767970,4.80690,1.39,1068.95,1458.0,5683.00,1.4720
1542,13.727103340,7.34190,2.38,241.58,1005.0,5951.00,1.6930
1543,24.311003100,8.76820,2.30,112.64,831.0,5951.00,1.6930
1544,44.430405900,10.30600,2.61,50.42,680.0,5951.00,1.6930
1545,9.341459250,6.18000,1.56,403.44,1143.0,5951.00,1.6930
1546,4.977604470,2.57190,1.75,258.91,1023.0,5353.00,1.0230
1547,21.128565500,3.85200,2.88,180.55,935.0,5817.00,2.1530
1548,24.485117800,4.64200,7.14,456.64,1179.0,6655.00,2.9950
1549,7.518545370,2.84500,1.42,89.41,784.0,5064.00,0.8640
1550,86.749080700,9.17900,2.23,5.94,398.0,5579.00,0.9700
1551,25.961900670,6.27320,3.25,123.11,850.0,6369.00,1.7290
1552,130.354392900,6.47400,7.70,4.36,369.0,5970.00,1.0150
1553,1.855557556,2.35672,10.05,1004.89,1436.0,5657.00,0.9470
1554,3.261759866,1.75930,8.01,599.54,1262.0,6131.00,0.9450
1555,3.364425589,1.32610,56.83,352.97,1106.0,5813.00,0.7750
1556,16.781757880,3.73860,2.25,20.82,545.0,4925.00,0.7420
1557,105.303509300,6.21400,3.18,3.58,351.0,5534.00,0.8750
1558,2.549562652,1.69990,1.11,50.90,682.0,3716.00,0.5060
1559,13.969501810,1.58710,2.04,5.29,387.0,3716.00,0.5060
1560,5.212301710,2.09800,1.04,19.70,537.0,3716.00,0.5060
1561,17.760765240,1.66790,1.93,4.34,368.0,3826.00,0.5160
1562,10.558404790,3.36600,1.41,94.94,796.0,5353.00,1.0230
1563,20.927358020,3.42560,17.36,69.08,735.0,6126.00,1.1090
1564,6.988009530,3.10300,1.39,164.86,914.0,5353.00,1.0230
1565,22.824514400,6.61700,3.36,189.46,946.0,6642.00,1.8460
1566,49.101109300,6.34100,3.28,14.57,498.0,5393.00,1.1100
1567,7.056751450,2.02610,1.68,483.95,1196.0,6388.00,1.4020
1568,34.853690300,5.33300,2.40,17.62,522.0,5818.00,0.8480
1569,2.414348680,1.27010,0.97,195.08,953.0,4507.00,0.7240
1570,2.466070972,1.95590,24.30,595.80,1260.0,5708.00,0.8840
1571,4.306563890,4.11070,1.95,453.20,1177.0,6108.00,1.0300
1572,12.964717746,1.83030,39.93,114.24,834.0,6210.00,1.0330
1573,1.731079436,1.84190,56.05,1332.50,1541.0,6045.00,0.9550
1574,7.794302043,1.10810,16.51,142.82,882.0,5494.00,0.9820
1575,14.532448300,3.13000,3.11,46.06,664.0,5345.00,0.8600
1576,5.248667607,1.91700,2.84,293.42,1056.0,5807.00,1.0120
1577,7.964314920,1.53420,2.44,99.42,805.0,5185.00,0.9100
1578,92.729724800,6.83000,2.81,1.38,276.0,4580.00,0.6750
1579,1.485710994,2.28740,14.48,1404.81,1562.0,5624.00,1.0180
1580,30.523145900,2.72860,11.26,15.46,506.0,5518.00,0.7900
1581,71.311659800,8.81300,4.94,12.01,475.0,6194.00,1.0690
1582,28.782709550,3.45100,2.11,9.09,443.0,4774.00,0.7450
1583,15.444288750,2.07910,37.58,67.39,731.0,5895.00,0.9910
1584,1.411230023,1.43250,1.71,436.04,1164.0,4575.00,0.7370
1585,96.915170700,6.06500,2.37,2.64,325.0,5162.00,0.7910
1586,13.474727420,2.59950,1.96,38.21,634.0,5395.00,0.7340
1587,2.295035150,1.65400,1.18,681.51,1304.0,5637.00,0.9090
1588,27.495634000,4.85800,2.11,28.66,590.0,5657.00,0.9110
1589,14.088264420,4.18470,2.66,64.97,724.0,5853.00,0.8950
1590,3.905081685,2.82130,12.78,282.59,1046.0,5543.00,0.8870
1591,110.964370600,12.83100,2.11,0.77,239.0,4441.00,0.5460
1592,4.539297295,1.94550,2.34,112.09,830.0,4914.00,0.7240
1593,6.941358240,1.88990,2.96,139.05,876.0,5527.00,0.8800
1594,17.276296682,3.94738,7.31,19.88,538.0,4941.00,0.7380
1595,31.782111700,3.85600,2.08,18.32,528.0,5527.00,0.8800
1596,4.362732330,2.23750,1.76,258.70,1023.0,5527.00,0.8800
1597,18.684837700,3.79650,1.93,6.16,402.0,4156.00,0.5450
1598,7.416347010,2.13620,1.24,21.10,547.0,4156.00,0.5450
1599,9.917242680,3.22410,2.85,157.41,903.0,5539.00,1.2070
1600,82.534118800,4.85560,2.45,1.08,260.0,4316.00,0.5800
1601,20.160378580,4.13000,1.75,16.03,510.0,4975.00,0.7240
1602,10.994708910,1.59290,1.71,16.24,512.0,4302.00,0.5860
1603,6.736797320,2.36000,,,,,
1604,124.035899390,4.84720,11.13,6.88,413.0,5822.00,1.2800
1605,1.194812329,1.37770,1.36,2521.46,1806.0,6198.00,0.9700
1606,10.849694770,3.47400,2.67,49.30,676.0,5251.00,0.7780
1607,12.184200060,2.50140,2.59,106.52,819.0,5771.00,1.0680
1608,3.764170120,2.01110,1.70,160.99,908.0,5063.00,0.7280
1609,5.929722370,2.51800,1.92,210.95,972.0,5741.00,0.9560
1610,12.247612100,3.20900,1.90,80.29,763.0,5741.00,0.9560
1611,13.590515470,3.78400,2.40,64.80,724.0,5442.00,0.9740
1612,46.877672400,10.04100,2.62,13.01,484.0,5504.00,0.9930
1613,89.193573700,4.01040,3.81,12.83,483.0,6071.00,1.2950
1614,13.093909110,2.28050,2.20,75.58,752.0,5772.00,0.9560
1615,4.915385452,2.77570,1.46,279.43,1042.0,5772.00,0.9560
1616,87.455958000,18.25700,70.11,66.26,728.0,7700.00,2.1110
1617,0.805259257,1.42246,63.55,12990.09,2723.0,5872.00,2.0220
1618,9.767859110,2.16490,2.54,74.48,749.0,5371.00,0.8520
1619,40.809573430,3.15800,3.44,35.68,623.0,6183.00,1.3000
1620,22.085515990,2.17270,3.34,3.63,352.0,3828.00,0.5650
1621,1.151166776,1.09070,1.28,199.25,957.0,3951.00,0.5350
1622,4.693305543,5.17249,17.85,881.73,1389.0,6365.00,1.4700
1623,3.246732048,3.05350,12.40,1072.70,1459.0,5763.00,1.4570
1624,8.360675900,6.28700,1.49,176.04,929.0,5771.00,1.0680
1625,62.138597900,4.29380,5.14,17.88,524.0,5123.00,1.6210
1626,17.118103600,1.29000,1.22,43.25,654.0,5576.00,0.9290
1627,8.294828110,2.74370,2.76,139.38,876.0,5773.00,0.9390
1628,26.635216000,5.94900,27.64,19.45,536.0,5215.00,0.8820
1629,17.848508350,5.89190,3.29,146.82,888.0,6188.00,1.4650
1630,26.136344300,6.61300,2.80,88.29,782.0,6188.00,1.4650
1631,11.189570900,5.30000,1.81,273.37,1037.0,6188.00,1.4650
1632,2.757977384,2.14890,1.69,744.97,1332.0,5919.00,1.0000
1633,18.692860599,3.88584,14.81,18.40,528.0,5190.00,0.6600
1634,14.800750820,5.76200,17.38,3158.09,1912.0,6327.00,7.6630
1635,3.126861192,1.19260,5.12,886.72,1391.0,4854.00,1.7490
1636,87.242503160,4.12060,15.86,5.49,390.0,5671.00,0.9550
1637,10.240611361,0.96170,3.90,43.85,656.0,5227.00,0.6400
1638,16.877257750,3.79170,2.54,40.09,642.0,5497.00,0.8720
1639,12.057056590,2.34620,1.96,53.26,689.0,5365.00,0.8340
1640,28.267273850,4.58390,2.93,16.84,517.0,5132.00,0.8860
1641,3.770590654,2.02900,2.13,619.65,1272.0,5714.00,1.2080
1642,2.707306400,3.43780,1.36,2012.12,1709.0,6045.00,1.6290
1643,23.117072220,3.99480,4.37,21.26,548.0,5275.00,0.7960
1644,4.775021170,1.70870,1.73,174.23,926.0,5275.00,0.7960
1645,66.415978900,7.06100,3.44,4.71,376.0,5383.00,0.7590
1646,8.010392900,4.27130,1.88,184.38,940.0,5616.00,1.1110
1647,5.695902020,3.56610,6.61,279.61,1043.0,6106.00,0.9400
1648,27.666637500,6.31500,2.04,35.27,622.0,5616.00,1.1110
1649,5.195593980,3.74800,1.18,327.78,1085.0,5616.00,1.1110
1650,57.248851800,6.08300,3.19,8.17,431.0,5642.00,0.8460
1651,37.055172600,5.43900,3.19,14.59,498.0,5642.00,0.8460
1652,16.332699810,2.17400,1.61,28.76,591.0,5208.00,0.7720
1653,10.055502670,2.95100,0.92,54.96,694.0,5208.00,0.7720
1654,9.304138780,1.92540,1.67,27.35,583.0,4458.00,0.6580
1655,4.337220070,2.49730,1.63,231.86,996.0,5390.00,0.8760
1656,1.653889476,1.72420,0.97,838.03,1373.0,5390.00,0.8760
1657,150.878319800,8.67970,4.37,7.56,423.0,5504.00,1.7370
1658,3.553831111,3.10290,1.62,658.37,1292.0,6015.00,1.0810
1659,1.678326300,2.51230,1.57,1797.15,1659.0,6015.00,1.0810
1660,5.653781630,1.94830,1.82,256.14,1020.0,5988.00,0.9340
1661,5.991858270,1.72150,2.75,796.76,1355.0,6157.00,1.6950
1662,120.018355100,11.63700,4.54,11.84,473.0,6469.00,1.4670
1663,14.305175790,4.53500,3.05,54.59,693.0,5741.00,0.8460
1664,9.181891220,4.34300,2.17,98.61,804.0,5741.00,0.8460
1665,2.646227420,1.40700,0.99,324.38,1082.0,5167.00,0.7870
1666,2.935362067,1.50430,3.15,258.48,1022.0,4922.00,0.8230
1667,13.539535950,4.38900,2.32,320.19,1079.0,6109.00,1.9970
1668,22.708237500,3.50300,1.72,49.67,677.0,6170.00,0.9920
1669,7.970339850,2.66750,1.81,116.77,839.0,5774.00,0.8180
1670,5.334593930,2.64200,0.79,36.55,627.0,4275.00,0.5330
1671,8.496404370,2.21280,2.14,57.43,702.0,5093.00,0.7090
1672,66.184364600,5.15500,2.72,8.57,436.0,5640.00,0.9780
1673,2.032318856,1.15960,1.12,247.21,1011.0,4670.00,0.6820
1674,65.187037250,5.44000,,,,,
1675,3.622755060,2.78680,1.62,683.84,1304.0,5794.00,1.2160
1676,2.892216772,1.35960,1.31,93.66,794.0,4229.00,0.6150
1677,187.746606000,5.88500,2.95,1.20,267.0,5303.00,0.7530
1678,2.543063763,2.84730,1.26,716.30,1319.0,5579.00,1.0290
1679,3.177414601,1.52620,2.65,233.26,997.0,5303.00,0.7080
1680,2.168451063,1.45800,2.41,1389.18,1558.0,6153.00,1.1090
1681,37.815415700,4.66200,1.21,6.09,401.0,4856.00,0.7050
1682,53.578305200,5.19400,1.16,3.82,357.0,4856.00,0.7050
1683,6.693328250,2.31100,2.44,32.54,609.0,4245.00,0.6370
1684,33.136286100,4.16300,2.05,3.86,357.0,4245.00,0.6370
1685,7.725136190,2.04200,1.71,26.91,581.0,4245.00,0.6370
1686,10.712534750,2.71860,2.02,13.09,485.0,4175.00,0.5440
1687,32.563524900,5.41800,2.05,13.63,490.0,5225.00,0.8590
1688,12.191404050,1.88320,2.46,80.01,763.0,5516.00,0.9670
1689,6.117849720,3.45800,1.05,509.24,1211.0,6226.00,1.3330
1690,3.975996290,2.20290,1.11,181.47,936.0,5143.00,0.7780
1691,7.684785040,2.44700,1.47,112.06,830.0,5344.00,0.9070
1692,0.990516282,2.01900,3.52,15469.83,2841.0,5975.00,2.3990
1693,15.044709800,5.82300,1.51,177.24,931.0,5798.00,1.5250
1694,29.072629300,2.51600,2.32,33.69,614.0,5799.00,1.0420
1695,1.118547814,1.55340,0.98,447.97,1174.0,4496.00,0.6580
1696,6.421999190,2.61920,1.25,236.21,1000.0,5985.00,0.9810
1697,9.753740330,2.34800,1.87,103.30,813.0,5806.00,0.8990
1698,81.315305200,5.80700,2.55,5.64,393.0,5325.00,0.9750
1699,51.328352700,9.35700,3.06,21.06,546.0,6119.00,1.1190
1700,19.791938900,3.78700,2.58,69.48,736.0,6285.00,1.0390
1701,26.847596200,10.06800,3.20,96.89,800.0,5508.00,1.9880
1702,62.891749300,6.83100,2.50,5.13,384.0,5052.00,0.8550
1703,14.871497730,2.40760,1.59,5.51,391.0,3825.00,0.5240
1704,2.732767897,1.11020,1.42,52.68,687.0,3825.00,0.5240
1705,119.840101900,3.67960,26.96,1.00,255.0,4602.00,0.6750
1706,9.613753160,4.65400,3.27,177.26,931.0,5997.00,1.1100
1707,6.625478100,2.35800,0.90,111.18,828.0,5211.00,0.8320
1708,29.968591700,6.67800,1.91,40.76,644.0,6249.00,1.0760
1709,33.240798500,4.67500,1.51,13.17,486.0,5382.00,0.8270
1710,2.976008460,4.27400,2.27,3034.68,1892.0,6208.00,2.0880
1711,15.187270490,4.50900,1.94,91.56,789.0,6136.00,1.0050
1712,28.685321200,6.30700,2.69,21.09,547.0,5726.00,0.8380
1713,0.588001053,1.14510,0.99,473.45,1188.0,3814.00,0.5700
1714,85.735720200,7.62500,2.94,9.54,448.0,6096.00,1.0770
1715,1.078389713,1.33940,1.98,1817.38,1667.0,5325.00,0.9850
1716,5.037280330,2.06190,1.55,720.22,1321.0,6387.00,1.3810
1717,3.289726319,2.32740,1.37,367.18,1116.0,5463.00,0.9100
1718,7.186445940,1.49720,2.19,129.48,860.0,5463.00,0.9100
1719,15.942484530,3.48940,2.62,34.06,616.0,5376.00,0.8060
1720,41.008111700,4.37600,2.64,7.72,425.0,5303.00,0.7080
1721,11.555620420,1.67580,2.11,57.75,703.0,5420.00,0.8500
1722,12.288504600,2.80700,3.22,164.61,913.0,5109.00,1.6710
1723,17.132631250,3.05550,2.31,32.91,611.0,5477.00,0.7940
1724,19.023136100,3.43100,2.04,41.50,647.0,5569.00,0.9540
1725,4.579482350,3.10600,1.35,276.82,1040.0,5569.00,0.9540
1726,1.003931703,1.43610,1.60,962.58,1419.0,4949.00,0.7410
1727,0.614083885,0.98170,2.55,10827.22,2603.0,6521.00,1.2760
1728,55.822477500,5.45700,2.13,4.85,379.0,5162.00,0.7360
1729,1.341452550,7.50200,1.31,19568.74,3015.0,7495.00,2.3890
1730,6.110104390,2.31400,0.93,378.84,1125.0,6213.00,1.1950
1731,4.286866229,4.47260,4.14,517.66,1217.0,6228.00,1.0490
1732,10.273809570,3.25200,1.68,96.27,799.0,5806.00,0.8990
1733,13.391551540,3.39100,1.58,459.23,1180.0,6197.00,2.1880
1734,5.629043960,3.72950,1.39,1459.41,1576.0,6197.00,2.1880
1735,8.256285700,2.03780,1.49,874.56,1387.0,6197.00,2.1880
1736,12.330879210,3.06640,2.34,47.99,671.0,5376.00,0.8060
1737,4.421566535,2.12290,2.19,66.94,729.0,4299.00,0.6970
1738,15.725859410,3.82840,2.69,31.13,602.0,5332.00,0.7550
1739,1.252753881,2.14720,2.44,5545.35,2199.0,5907.00,1.7050
1740,13.360198640,2.78800,1.84,17.30,520.0,4500.00,0.6880
1741,76.957056000,9.55100,2.09,9.81,451.0,5878.00,1.0410
1742,14.979743350,4.12600,3.79,34.95,620.0,5062.00,0.8530
1743,6.744568300,3.81300,0.86,220.68,983.0,6106.00,0.9230
1744,33.358598520,2.28600,4.44,10.46,459.0,5009.00,0.7990
1745,8.847842730,2.05720,1.15,12.48,479.0,3867.00,0.5520
1746,9.989702660,3.70000,2.48,58.26,705.0,5265.00,0.8100
1747,5.632525080,2.14480,2.04,119.75,844.0,5216.00,0.8040
1748,1.442592305,2.96980,2.67,12557.23,2700.0,7216.00,2.0430
1749,14.172228580,2.62970,2.39,137.33,873.0,5845.00,1.3140
1750,4.920310630,4.04600,1.18,562.99,1242.0,5845.00,1.3140
1751,56.493169800,8.70400,4.43,50.79,681.0,6160.00,2.0460
1752,13.821420840,3.98500,2.20,23.15,560.0,4983.00,0.6510
1753,2.303679520,3.08980,1.30,866.21,1384.0,6191.00,0.8650
1754,5.783870490,1.39660,2.07,288.69,1051.0,6063.00,1.0120
1755,11.085076580,1.75100,2.50,46.17,665.0,5080.00,0.7930
1756,0.571038347,1.12670,1.65,3069.59,1897.0,5132.00,0.8860
1757,8.774257860,2.22450,1.75,83.63,771.0,5146.00,0.9050
1758,4.510050820,2.15330,1.74,301.74,1063.0,5362.00,1.0320
1759,37.646851900,6.34400,5.37,90.85,787.0,5443.00,2.6520
1760,29.455784100,3.45100,2.19,30.30,598.0,6036.00,0.9490
1761,12.466004437,5.00660,5.65,152.76,897.0,6038.00,1.1910
1762,2.361724472,1.21670,1.53,170.59,922.0,4478.00,0.6510
1763,34.763054300,4.30900,1.75,22.23,554.0,5670.00,0.9500
1764,20.054528200,7.17300,2.63,76.97,755.0,6056.00,1.2090
1765,3.170597310,1.66860,1.69,321.28,1080.0,5431.00,0.8430
1766,27.014262200,5.38500,2.00,49.65,677.0,5949.00,1.1840
1767,12.509457980,3.47900,1.54,138.54,875.0,5949.00,1.1840
1768,26.020332900,4.96500,4.53,49.09,675.0,5624.00,1.2440
1769,0.769854899,1.02430,0.93,1756.80,1650.0,5173.00,0.8220
1770,6.892263330,2.49210,2.13,422.14,1156.0,5862.00,1.4630
1771,8.071270430,2.39300,1.53,126.94,856.0,5766.00,0.8530
1772,11.018191780,4.63500,2.64,117.97,840.0,6075.00,0.9690
1773,30.950592700,5.39400,1.51,7.91,428.0,4983.00,0.6510
1774,6.314344700,2.79600,1.34,247.53,1012.0,6075.00,0.9690
1775,78.732702300,5.04100,7.76,79.13,761.0,6715.00,2.7630
1776,3.979867514,2.36070,26.50,446.89,1173.0,6032.00,0.9730
1777,42.337579900,4.92400,1.45,2.21,311.0,4132.00,0.5810
1778,23.359358900,5.38900,2.98,51.68,684.0,6244.00,1.0090
1779,9.693108370,2.73400,2.12,32.40,609.0,4818.00,0.6180
1780,24.259830100,3.89700,25.42,21.13,547.0,5485.00,0.8050
1781,116.521431700,5.57700,44.41,10.33,457.0,6056.00,1.4110
1782,0.813166357,1.41220,1.14,1945.44,1693.0,5237.00,0.8870
1783,10.860623780,2.28740,2.09,356.24,1108.0,6455.00,1.4960
1784,24.086321770,2.23600,2.78,14.78,500.0,4973.00,0.7680
1785,1.834277283,1.74990,1.64,1068.36,1459.0,5751.00,0.9580
1786,17.402089650,3.74500,16.37,7.49,422.0,4098.00,0.6150
1787,37.945613800,4.09300,2.79,16.61,515.0,5861.00,0.8650
1788,1.141877248,4.33931,88.62,5358.79,2184.0,6158.00,1.3680
1789,5.776759280,6.78900,32.77,195.79,954.0,5544.00,0.8750
1790,24.173824400,3.05600,2.21,29.69,595.0,5468.00,0.9680
1791,5.186737262,0.80230,2.40,129.37,860.0,5230.00,0.7770
1792,1.151244686,1.27200,40.32,2253.09,1756.0,6086.00,0.9210
1793,1.217000383,1.32850,1.58,707.61,1314.0,4859.00,0.7570
1794,13.682379800,4.15300,1.43,97.74,802.0,6102.00,1.0260
1795,2.420882770,2.81200,2.27,1615.12,1616.0,5583.00,1.5300
1796,8.796184330,3.37810,1.77,183.26,938.0,6142.00,1.0460
1797,16.855925930,2.30900,1.70,6.52,408.0,3967.00,0.5870
1798,14.362704510,4.56400,2.31,167.88,918.0,6643.00,1.2160
1799,69.895678900,5.27600,3.04,8.99,442.0,5390.00,1.1040
1800,6.246675470,11.26100,14.93,3095.83,1902.0,4604.00,6.2210
1801,2.344512589,1.41160,0.97,1106.25,1471.0,5821.00,1.1320
1802,5.766165573,3.83140,2.27,426.48,1159.0,6038.00,1.1910
1803,18.302723500,8.26200,2.72,156.71,902.0,5528.00,1.8390
1804,2.888904439,1.60430,1.68,215.06,976.0,4895.00,0.7590
1805,17.146487560,4.23540,3.64,102.24,811.0,5559.00,1.4120
1806,16.092275180,2.10720,0.98,15.15,503.0,4657.00,0.6700
1807,38.103908000,3.83700,4.08,10.22,456.0,5250.00,0.7710
1808,62.784398100,4.81000,2.28,18.70,530.0,6053.00,1.2600
1809,91.500873000,4.84200,1.82,2.18,310.0,5051.00,0.7060
1810,44.299348300,4.29800,2.68,10.85,463.0,5316.00,0.9150
1811,3.138776460,1.66630,0.97,257.32,1022.0,5242.00,0.7220
1812,5.242420290,6.41300,3.86,825.00,1367.0,5383.00,1.8290
1813,35.968269200,2.83900,2.95,48.68,674.0,5883.00,1.5290
1814,25.369086800,4.74600,1.67,76.90,755.0,6126.00,1.4060
1815,6.892132440,1.72500,1.35,454.45,1177.0,6164.00,1.4460
1816,42.300628200,4.37200,2.54,22.94,558.0,5852.00,1.1290
1817,0.838597429,1.68668,44.67,6353.25,2278.0,6366.00,1.2360
1818,55.186621300,9.13300,2.47,24.56,568.0,6178.00,1.2670
1819,1.728528176,3.68200,5.07,12977.86,2720.0,6153.00,3.2790
1820,14.974362380,2.44610,1.28,37.53,631.0,5311.00,0.8000
1821,3.970766030,1.81400,1.60,198.43,958.0,5178.00,0.7780
1822,2.352273912,1.73890,1.29,255.03,1019.0,4816.00,0.7480
1823,22.042595300,61.20180,28.78,78.85,760.0,5974.00,1.2600
1824,23.340362510,2.05400,2.21,30.94,601.0,5530.00,0.8920
1825,37.803412100,4.64100,2.95,10.57,460.0,5329.00,0.8190
1826,15.033664110,3.27200,1.70,47.32,669.0,5523.00,0.8910
1827,131.485184000,5.29400,3.03,6.08,400.0,5765.00,1.2420
1828,16.290852700,3.17600,0.52,35.48,622.0,5425.00,0.7970
1829,106.247882000,13.78000,2.01,4.75,377.0,5679.00,0.9720
1830,8.508333104,3.45590,2.60,161.66,909.0,5767.00,1.0300
1831,12.941235640,4.63600,1.70,94.29,795.0,6119.00,0.9380
1832,5.349791000,4.27900,1.29,422.79,1156.0,6074.00,1.1830
