period,tranDur,radE,earthFlux,eqTemp,effTemp,radS,actual_label,predicted_label,confidence_positive,confidence_negative
0.004108,0.032790,0.001620,0.029563,0.105800,0.573000,0.087000,0.000000,1.000000,0.625228,0.374772
0.022914,0.048550,0.030240,0.008968,0.078500,0.615400,0.133400,0.000000,0.000000,0.170427,0.829573
0.020000,0.050042,0.021570,0.007309,0.074600,0.637300,0.104700,0.000000,0.000000,0.173222,0.826778
0.010586,0.049110,0.001490,0.016341,0.091200,0.624600,0.109200,0.000000,1.000000,0.896629,0.103371
0.000538,0.021690,0.001490,6.429462,0.406100,0.645600,0.303000,0.000000,0.000000,0.050621,0.949379
0.080846,0.199100,0.141848,0.001596,0.099000,0.057390,0.115000,1.000000,1.000000,0.945634,0.054366
0.034203,0.376600,0.119840,0.011171,0.161000,0.060950,0.160000,1.000000,1.000000,0.938911,0.061089
7.391670,0.571836,0.026736,0.000001,0.013234,0.041590,0.072108,1.000000,1.000000,0.945915,0.054085
0.042029,0.084990,0.002330,0.002646,0.057800,0.585000,0.121700,1.000000,1.000000,0.944215,0.055785
0.024722,0.045300,0.001310,0.001953,0.053600,0.548100,0.077800,0.000000,1.000000,0.807639,0.192361
0.004854,0.031980,0.001720,0.028870,0.105200,0.577800,0.096800,1.000000,1.000000,0.778384,0.221616
0.042423,0.286055,0.144052,0.016724,0.163099,0.062230,0.192379,1.000000,1.000000,0.890333,0.109667
0.044455,0.415200,0.158181,0.009060,0.152800,0.063558,0.211000,1.000000,1.000000,0.944146,0.055854
0.031163,0.328900,0.150692,0.010715,0.159300,0.062440,0.142000,1.000000,1.000000,0.930247,0.069753
0.243955,0.025620,0.001350,0.000103,0.025700,0.557800,0.079400,0.000000,0.000000,0.323207,0.676793
0.038421,0.118400,0.132581,0.001205,0.092300,0.062470,0.132000,0.000000,1.000000,0.871840,0.128160
0.034035,0.066950,0.002760,0.002724,0.058300,0.606300,0.100100,1.000000,1.000000,0.907223,0.092777
0.002563,0.021630,0.000480,0.044349,0.117100,0.519000,0.089900,1.000000,1.000000,0.684704,0.315296
0.069494,0.272500,0.090216,0.002080,0.105800,0.068170,0.161000,0.000000,1.000000,0.836440,0.163560
0.094259,0.240600,0.096550,0.000765,0.082400,0.045070,0.067000,0.000000,1.000000,0.965065,0.034935
0.029087,0.288700,0.122888,0.005367,0.134000,0.054010,0.118000,1.000000,1.000000,0.958778,0.041222
0.025950,0.252400,0.108614,0.001318,0.094300,0.038750,0.064000,0.000000,1.000000,0.910296,0.089704
0.048002,0.243900,0.152174,0.003361,0.119200,0.064984,0.141000,1.000000,1.000000,0.908765,0.091235
0.001545,0.030370,0.000560,0.096453,0.142100,0.578200,0.076700,0.000000,0.000000,0.043106,0.956894
0.131690,0.760700,0.114366,0.004721,0.129800,0.062820,0.220000,1.000000,1.000000,0.863838,0.136162
0.006958,0.045370,0.001390,0.028440,0.104700,0.624000,0.102500,1.000000,1.000000,0.802864,0.197136
0.001890,0.194500,0.073040,0.052650,0.122100,0.532800,0.071600,0.000000,0.000000,0.011118,0.988882
0.333486,0.031990,0.019300,0.002268,0.055700,0.498900,0.782400,1.000000,0.000000,0.233435,0.766565
0.001718,0.009080,0.001450,0.564585,0.221200,0.669400,0.173200,1.000000,0.000000,0.127155,0.872845
0.003856,0.031830,0.003570,0.042574,0.115800,0.593600,0.096500,0.000000,1.000000,0.724884,0.275116
0.014340,0.057000,0.000680,0.000089,0.024800,0.335800,0.017400,0.000000,1.000000,0.628496,0.371504
0.039417,0.576200,0.117599,0.015411,0.174500,0.049009,0.230000,1.000000,1.000000,0.865922,0.134078
0.002178,0.024450,0.001090,0.039598,0.113900,0.535700,0.070000,0.000000,0.000000,0.120009,0.879991
0.031990,0.078500,0.072081,0.001335,0.094700,0.064429,0.154000,1.000000,1.000000,0.794619,0.205381
0.058682,0.365100,0.181157,0.014023,0.170400,0.062940,0.310000,1.000000,1.000000,0.845098,0.154902
0.002490,0.028468,0.036910,0.063643,0.128100,0.601800,0.079400,0.000000,0.000000,0.030160,0.969840
0.006059,0.013650,0.001210,0.021455,0.097600,0.573400,0.096200,1.000000,1.000000,0.877854,0.122146
0.145878,0.351700,0.101617,0.000827,0.084000,0.065440,0.166000,0.000000,1.000000,0.894944,0.105056
0.264467,0.063710,0.002610,0.000341,0.034600,0.655100,0.123600,1.000000,0.000000,0.481424,0.518576
0.002535,0.029020,0.016240,0.036273,0.111300,0.548800,0.070600,0.000000,0.000000,0.077410,0.922590
0.031394,0.395700,0.159004,0.009632,0.159700,0.056534,0.152000,1.000000,1.000000,0.954273,0.045727
0.045542,0.781470,0.008887,0.000548,0.069406,0.042800,0.063581,1.000000,1.000000,0.827487,0.172513
0.001062,0.032551,0.025720,0.178963,0.166000,0.573000,0.087000,0.000000,0.000000,0.013742,0.986258
0.038186,0.428200,0.113749,0.012002,0.163900,0.060900,0.203000,1.000000,1.000000,0.936880,0.063120
0.157336,0.328800,0.243218,0.003676,0.121900,0.068000,0.221000,0.000000,0.000000,0.418990,0.581010
0.042272,0.325000,0.135590,0.004331,0.127000,0.059130,0.120000,1.000000,1.000000,0.952871,0.047129
0.006830,0.033150,0.001090,0.014295,0.088200,0.580700,0.080000,1.000000,1.000000,0.681888,0.318112
0.016358,0.098580,0.002230,0.020010,0.095900,0.613300,0.176500,1.000000,1.000000,0.839816,0.160184
0.014364,0.026290,0.000980,0.009433,0.079500,0.592500,0.103300,0.000000,1.000000,0.864496,0.135504
0.013454,0.120800,0.072254,0.036326,0.216200,0.075094,0.200000,1.000000,0.000000,0.464037,0.535963
0.020237,0.258500,0.059647,0.024115,0.195200,0.065820,0.148000,0.000000,0.000000,0.395052,0.604948
0.006887,0.022140,0.000720,0.009091,0.078800,0.520800,0.077200,1.000000,1.000000,0.865620,0.134380
0.010815,0.131700,0.173782,0.014285,0.171200,0.062600,0.178000,1.000000,1.000000,0.788292,0.211708
0.000934,0.045170,0.000570,0.311605,0.190400,0.602800,0.095000,0.000000,0.000000,0.043875,0.956125
0.041167,0.022133,0.017820,0.000935,0.044600,0.519300,0.080500,0.000000,0.000000,0.466557,0.533443
0.003604,0.029940,0.066940,0.108900,0.146400,0.563300,0.154700,0.000000,0.000000,0.047818,0.952182
0.003532,0.027650,0.001430,0.042765,0.115900,0.576100,0.095600,1.000000,1.000000,0.771396,0.228604
0.084071,0.127200,0.050690,0.000246,0.062000,0.061260,0.133000,0.000000,1.000000,0.811963,0.188037
0.473951,0.117780,0.003320,0.000321,0.034100,0.651300,0.181000,0.000000,1.000000,0.554232,0.445768
0.018933,0.311800,0.210430,0.351432,0.381400,0.069043,0.204000,0.000000,0.000000,0.287907,0.712093
0.034231,0.243776,0.354084,0.030861,0.190096,0.056209,0.261261,0.000000,0.000000,0.357412,0.642588
0.019943,0.331600,0.176537,0.050322,0.234600,0.072470,0.169000,1.000000,1.000000,0.896703,0.103297
0.011977,0.125700,0.015357,0.009228,0.153500,0.055989,0.091000,1.000000,1.000000,0.835624,0.164376
0.035072,0.338330,0.112416,0.020551,0.171667,0.074620,0.185807,1.000000,1.000000,0.910588,0.089412
0.020726,0.064739,0.051900,0.004393,0.065700,0.601100,0.090200,0.000000,0.000000,0.039303,0.960697
0.002489,0.034870,0.001050,0.112485,0.147700,0.624600,0.109200,0.000000,0.000000,0.318873,0.681127
0.042093,0.046490,0.002190,0.000647,0.040700,0.488500,0.076300,0.000000,1.000000,0.935578,0.064422
0.014107,0.262300,0.084993,0.020011,0.186300,0.051970,0.384000,0.000000,0.000000,0.144035,0.855965
0.001333,0.047010,0.000810,0.060226,0.126200,0.515700,0.062000,0.000000,0.000000,0.060147,0.939853
0.403163,0.057350,0.002490,0.000079,0.024000,0.581200,0.096300,1.000000,1.000000,0.587905,0.412095
0.008097,0.056990,0.004830,0.049531,0.120300,0.657300,0.145500,0.000000,1.000000,0.525464,0.474536
0.004470,0.053300,0.002430,0.057411,0.124800,0.610200,0.112500,0.000000,1.000000,0.903442,0.096558
0.005991,0.123200,0.115931,0.024009,0.195000,0.052200,0.319000,0.000000,0.000000,0.409865,0.590135
0.180718,0.108500,0.001280,0.002098,0.054600,0.760800,0.199100,0.000000,0.000000,0.275090,0.724910
0.000879,0.011014,0.001570,0.285719,0.186400,0.572700,0.093700,0.000000,0.000000,0.372832,0.627168
0.042595,0.339100,0.103300,0.004334,0.127100,0.057638,0.118000,1.000000,1.000000,0.931829,0.068171
0.016923,0.041864,0.003400,0.005737,0.070200,0.578600,0.099000,1.000000,1.000000,0.852762,0.147238
0.106957,0.070060,0.002400,0.000570,0.039400,0.607500,0.096900,1.000000,1.000000,0.840325,0.159675
0.029911,0.066436,0.002900,0.002031,0.054100,0.527500,0.096900,1.000000,1.000000,0.887143,0.112857
0.050184,0.321800,0.107644,0.001875,0.103000,0.050112,0.215000,1.000000,1.000000,0.848513,0.151487
0.044274,0.543500,0.199341,0.019954,0.186100,0.068120,0.192000,1.000000,1.000000,0.917371,0.082629
0.094180,0.073450,0.004170,0.001234,0.047800,0.699700,0.100000,0.000000,1.000000,0.723971,0.276029
0.159865,0.163600,0.075209,0.000557,0.076100,0.064290,0.128000,0.000000,1.000000,0.881347,0.118653
0.001333,0.060430,0.019880,0.198327,0.170300,0.609100,0.096700,0.000000,0.000000,0.028800,0.971200
0.177916,0.640500,0.056764,0.001117,0.090500,0.058030,0.143000,1.000000,1.000000,0.850741,0.149259
0.026452,0.305598,0.127804,0.009705,0.142354,0.055960,0.124060,1.000000,1.000000,0.932802,0.067198
0.051540,0.063994,0.005510,0.000967,0.045000,0.542700,0.092900,1.000000,1.000000,0.885221,0.114779
0.000624,0.019210,0.029450,0.169336,0.163900,0.521100,0.061800,0.000000,0.000000,0.056802,0.943198
0.052514,0.032743,0.012430,0.001173,0.047200,0.558900,0.098000,1.000000,1.000000,0.831937,0.168063
0.009230,0.022350,0.002790,0.025711,0.102100,0.632000,0.125200,1.000000,1.000000,0.795673,0.204327
0.025088,0.252900,0.129918,0.009225,0.153500,0.062550,0.101000,1.000000,1.000000,0.882460,0.117540
0.001986,0.025316,0.105220,1.448075,0.279600,0.665100,0.321900,0.000000,0.000000,0.024741,0.975259
0.052667,0.278800,0.087167,0.002488,0.110600,0.059380,0.160000,1.000000,1.000000,0.843594,0.156406
0.032150,0.070227,0.009044,0.000073,0.041978,0.031060,0.023646,1.000000,1.000000,0.938643,0.061357
0.005426,0.025342,0.001480,0.021166,0.097300,0.559400,0.093400,1.000000,1.000000,0.897744,0.102256
0.015187,0.045090,0.001940,0.009156,0.078900,0.613600,0.100500,1.000000,1.000000,0.821378,0.178622
0.009541,0.018690,0.001750,0.006925,0.073500,0.527100,0.083100,1.000000,1.000000,0.870064,0.129936
0.097348,0.432500,0.036974,0.002045,0.105300,0.061157,0.121000,1.000000,1.000000,0.873906,0.126094
0.056984,0.447500,0.108479,0.014063,0.170600,0.075280,0.174000,1.000000,1.000000,0.926950,0.073050
0.011523,0.038757,0.003130,0.017481,0.092700,0.564400,0.141100,1.000000,1.000000,0.964870,0.035130
0.000774,0.013350,0.001870,0.886822,0.247400,0.629600,0.135000,1.000000,0.000000,0.061011,0.938989
0.010265,0.037330,0.001810,0.008313,0.077000,0.569900,0.085300,0.000000,1.000000,0.837274,0.162726
0.004395,0.029527,0.065760,0.002227,0.055400,0.369500,0.048300,0.000000,0.000000,0.104750,0.895250
0.022531,0.099398,0.008266,0.000245,0.056730,0.034690,0.031416,1.000000,1.000000,0.970670,0.029330
0.011873,0.025342,0.002250,0.013155,0.086300,0.614700,0.104000,1.000000,1.000000,0.805539,0.194461
0.000533,0.018621,0.133560,27.788770,0.586200,0.852300,0.405100,1.000000,0.000000,0.041059,0.958941
0.046612,0.214085,0.127710,0.008240,0.136646,0.058845,0.152373,1.000000,1.000000,0.889380,0.110620
0.008821,0.057597,0.083889,0.009834,0.142825,0.046690,0.078289,1.000000,1.000000,0.692437,0.307563
0.116987,0.337000,0.035188,0.000891,0.085500,0.062475,0.116000,1.000000,1.000000,0.907366,0.092634
0.017956,0.062370,0.001960,0.007461,0.075000,0.564100,0.119500,1.000000,1.000000,0.941978,0.058022
0.024534,0.342500,0.161215,0.020241,0.186800,0.063330,0.170000,1.000000,1.000000,0.909385,0.090615
0.002189,0.057680,0.013920,0.004137,0.064700,0.362400,0.040600,0.000000,0.000000,0.074975,0.925025
0.037782,0.441600,0.116911,0.013173,0.167800,0.061180,0.177000,1.000000,1.000000,0.938512,0.061488
0.001281,0.009157,0.004520,0.567371,0.221500,0.591800,0.159600,1.000000,0.000000,0.197065,0.802935
0.013797,0.235200,0.222329,0.287025,0.362600,0.059240,0.267000,0.000000,0.000000,0.126207,0.873793
0.001272,0.020990,0.000630,0.062411,0.127500,0.504400,0.068600,0.000000,0.000000,0.150734,0.849266
0.001107,0.016690,0.001090,0.369618,0.198800,0.623700,0.116500,0.000000,0.000000,0.178379,0.821621
0.030086,0.303400,0.137329,0.008311,0.149500,0.059840,0.146000,1.000000,1.000000,0.932113,0.067887
0.002543,0.028473,0.001260,0.071630,0.131900,0.557900,0.102900,1.000000,1.000000,0.852429,0.147571
0.068670,0.388126,0.035242,0.002716,0.103540,0.061730,0.107955,1.000000,1.000000,0.867866,0.132134
0.005403,0.076494,0.108460,0.139838,0.155900,0.635000,0.198400,0.000000,0.000000,0.049638,0.950362
0.009887,0.042300,0.000680,0.008232,0.076800,0.569300,0.081600,1.000000,1.000000,0.833801,0.166199
0.031472,0.340200,0.053013,0.039427,0.220700,0.048690,0.079000,1.000000,0.000000,0.151256,0.848744
0.005049,0.040070,0.000670,0.017039,0.092200,0.545000,0.083000,1.000000,1.000000,0.739641,0.260359
0.203841,0.093300,0.002410,0.000521,0.038500,0.554800,0.161600,0.000000,1.000000,0.837441,0.162559
0.006035,0.092110,0.001880,0.277994,0.185200,0.737700,0.255200,0.000000,1.000000,0.601769,0.398231
0.018870,0.031404,0.002820,0.003513,0.062100,0.540200,0.086500,1.000000,1.000000,0.911101,0.088899
0.002945,0.027020,0.038320,3.676585,0.353100,0.440300,1.292700,0.000000,0.000000,0.028211,0.971789
0.054075,0.287000,0.120272,0.001431,0.096300,0.054170,0.103000,1.000000,1.000000,0.968707,0.031293
0.032432,0.307484,0.145800,0.006314,0.127850,0.057780,0.109304,1.000000,1.000000,0.946584,0.053416
18.378897,0.512315,0.022316,0.000228,0.055722,0.052560,0.079529,1.000000,1.000000,0.963008,0.036992
0.186922,0.776500,0.181458,0.002822,0.114100,0.062770,0.165000,0.000000,1.000000,0.712434,0.287566
0.024262,0.071617,0.058480,0.004455,0.065900,0.615100,0.098300,0.000000,0.000000,0.032408,0.967592
0.001127,0.120790,0.021070,0.151463,0.159000,0.566200,0.084000,0.000000,0.000000,0.025481,0.974519
0.007419,0.014510,0.000810,0.351186,0.196300,0.976300,0.204500,0.000000,0.000000,0.414957,0.585043
0.109544,0.473700,0.090365,0.001135,0.090900,0.055424,0.096000,1.000000,1.000000,0.916991,0.083009
0.127672,0.026370,0.005520,0.001713,0.051900,0.498500,0.263300,1.000000,1.000000,0.806641,0.193359
0.020711,0.026930,0.001120,0.003618,0.062600,0.563100,0.090100,1.000000,1.000000,0.845720,0.154280
0.267971,0.114800,0.001700,0.000145,0.028000,0.600800,0.089700,0.000000,0.000000,0.322935,0.677065
0.030653,0.260600,0.133524,0.006494,0.140600,0.062290,0.122000,1.000000,1.000000,0.902525,0.097475
0.009763,0.048753,0.068930,0.084346,0.137500,0.719900,0.195000,0.000000,0.000000,0.028441,0.971559
0.027637,0.127900,0.059421,0.000342,0.067300,0.038680,0.070000,1.000000,1.000000,0.933601,0.066399
0.017370,0.040120,0.001450,0.002835,0.058800,0.511900,0.083400,1.000000,1.000000,0.889721,0.110279
0.022791,0.095650,0.001380,0.013075,0.086200,0.631100,0.164200,1.000000,1.000000,0.617205,0.382795
0.037634,0.252590,0.024144,0.021094,0.172847,0.064910,0.189742,1.000000,1.000000,0.705815,0.294185
0.005412,0.029472,0.002940,0.033768,0.109300,0.577900,0.108700,1.000000,1.000000,0.952775,0.047225
0.163037,0.322193,0.022450,0.000065,0.040668,0.037290,0.066119,1.000000,1.000000,0.933636,0.066364
0.041676,0.108480,0.002100,0.005372,0.069000,0.574500,0.176300,1.000000,1.000000,0.872496,0.127504
0.058430,0.071800,0.003450,0.000191,0.030000,0.433800,0.060900,0.000000,1.000000,0.867207,0.132793
0.012759,0.035889,0.002580,0.003795,0.063300,0.496300,0.082600,1.000000,1.000000,0.933942,0.066058
0.359433,0.272443,0.027375,0.000043,0.036638,0.043560,0.068141,1.000000,1.000000,0.954150,0.045850
0.086670,0.610400,0.274804,0.026474,0.199800,0.063222,0.252000,0.000000,0.000000,0.350278,0.649722
0.004038,0.105922,0.014424,0.007106,0.131684,0.041191,0.055500,0.000000,1.000000,0.827406,0.172594
0.000669,0.010690,0.124420,716.567312,1.318400,0.371100,15.009100,0.000000,0.000000,0.115982,0.884018
0.042342,0.251663,0.070963,0.001851,0.094071,0.050619,0.085978,1.000000,1.000000,0.906741,0.093259
0.044339,0.393000,0.136095,0.009957,0.156400,0.066950,0.137000,1.000000,1.000000,0.947583,0.052417
0.000567,0.030110,0.001060,1.189794,0.266100,0.549600,0.153300,0.000000,0.000000,0.083948,0.916052
0.066184,0.051550,0.002720,0.000857,0.043600,0.564000,0.097800,1.000000,1.000000,0.934657,0.065343
0.027935,0.280000,0.057054,0.007468,0.145600,0.056350,0.121000,1.000000,1.000000,0.736179,0.263821
0.077915,0.082740,0.001170,0.000428,0.036700,0.513500,0.087400,1.000000,1.000000,0.761673,0.238327
0.025215,0.057600,0.001190,0.002305,0.055900,0.543500,0.087300,1.000000,1.000000,0.740956,0.259044
0.009727,0.196214,0.995220,0.081599,0.136300,0.632700,0.243300,0.000000,0.000000,0.093655,0.906345
0.623234,0.144480,0.002040,0.000035,0.019600,0.560000,0.083900,1.000000,0.000000,0.444909,0.555091
0.007085,0.084500,0.046669,0.011219,0.161200,0.056780,0.152000,1.000000,1.000000,0.634902,0.365098
0.000754,0.005891,0.002070,0.487962,0.213100,0.556100,0.119300,1.000000,1.000000,0.572926,0.427074
0.088165,0.389500,0.012892,0.001492,0.097300,0.055025,0.099000,1.000000,1.000000,0.942889,0.057111
0.257122,0.597102,0.028781,0.000029,0.033179,0.053910,0.084058,1.000000,1.000000,0.927355,0.072645
0.003868,0.053647,0.069230,0.049475,0.120300,0.578000,0.104600,0.000000,0.000000,0.040787,0.959213
0.037130,0.338594,0.128437,0.006492,0.128738,0.058080,0.120191,1.000000,1.000000,0.945549,0.054451
0.363346,0.049110,0.022360,0.001965,0.053700,0.499400,0.761900,0.000000,0.000000,0.258770,0.741230
0.009512,0.029497,0.001990,0.001866,0.053000,0.422400,0.060300,1.000000,1.000000,0.904645,0.095355
0.050142,0.456069,0.134912,0.012331,0.151136,0.066690,0.169675,1.000000,1.000000,0.939681,0.060319
0.002304,0.030898,0.001300,0.086621,0.138400,0.619100,0.086500,0.000000,0.000000,0.126723,0.873277
0.001181,0.010130,0.001520,0.090588,0.139800,0.520300,0.074700,0.000000,1.000000,0.509323,0.490677
0.018684,0.069329,0.003640,0.011334,0.083200,0.554800,0.161400,1.000000,1.000000,0.954857,0.045143
0.092292,0.281700,0.032188,0.000377,0.069000,0.044060,0.077000,1.000000,1.000000,0.950241,0.049759
0.034673,0.040559,0.021135,0.000140,0.049300,0.033830,0.033256,1.000000,1.000000,0.965425,0.034575
0.001392,0.014210,0.036190,115.014799,0.834600,0.374900,5.968400,0.000000,0.000000,0.097871,0.902129
0.003133,0.022207,0.001390,0.018184,0.093700,0.501600,0.067900,1.000000,1.000000,0.805092,0.194908
0.016487,0.070680,0.046920,0.029046,0.105300,0.602000,0.209700,0.000000,0.000000,0.028477,0.971523
0.055411,0.246700,0.020448,0.002588,0.111700,0.053320,0.082000,1.000000,1.000000,0.929080,0.070920
0.003276,0.030427,0.003540,0.212123,0.173000,0.618500,0.197200,1.000000,1.000000,0.559414,0.440586
0.088759,0.383664,0.165776,0.001416,0.087985,0.055283,0.102337,1.000000,1.000000,0.931383,0.068617
0.379428,0.112400,0.001890,0.000095,0.025200,0.594700,0.094500,0.000000,0.000000,0.405844,0.594156
0.366290,0.108690,0.068390,0.004647,0.066600,0.508300,1.286800,0.000000,0.000000,0.281785,0.718215
0.105053,0.019880,0.001520,0.000961,0.044900,0.647100,0.113000,1.000000,1.000000,0.525592,0.474408
0.006674,0.036450,0.001620,0.025738,0.102200,0.594900,0.104100,0.000000,1.000000,0.891165,0.108835
0.029473,0.064327,0.048980,0.002407,0.056500,0.583800,0.089700,0.000000,0.000000,0.037734,0.962266
0.010104,0.010022,0.004050,0.007532,0.075200,0.553000,0.083100,1.000000,1.000000,0.884724,0.115276
0.016801,0.121700,0.097641,0.005758,0.136400,0.057505,0.235000,0.000000,1.000000,0.562800,0.437200
0.027879,0.150848,0.075851,0.003745,0.112196,0.053750,0.084724,1.000000,1.000000,0.877486,0.122514
0.034414,0.300263,0.124943,0.011001,0.146884,0.059650,0.143051,1.000000,1.000000,0.946950,0.053050
0.403834,0.234500,0.020339,0.000003,0.020300,0.032360,0.025000,1.000000,1.000000,0.931117,0.068883
0.003548,0.028610,0.000990,0.022445,0.098700,0.539900,0.072500,0.000000,1.000000,0.560484,0.439516
0.002752,0.020722,0.002540,0.045543,0.117800,0.546100,0.089700,1.000000,1.000000,0.821845,0.178155
0.677563,0.105300,0.002240,0.000031,0.019000,0.551100,0.087200,0.000000,1.000000,0.552421,0.447579
0.039792,0.044660,0.001900,0.001038,0.045800,0.543700,0.078100,1.000000,1.000000,0.853085,0.146915
0.485339,0.613700,0.079008,0.000022,0.034100,0.059370,0.103000,0.000000,1.000000,0.916739,0.083261
0.001254,0.076800,0.000470,0.467763,0.210900,0.647200,0.129900,0.000000,0.000000,0.047724,0.952276
0.001923,0.035734,0.005090,0.088412,0.139200,0.577800,0.091100,0.000000,0.000000,0.068275,0.931725
0.024254,0.332300,0.110715,0.070439,0.255200,0.082900,0.251000,0.000000,0.000000,0.481684,0.518316
0.025706,0.109690,0.067110,0.002655,0.057900,0.564200,0.090300,0.000000,0.000000,0.046060,0.953940
0.141759,0.375438,0.026232,0.000539,0.069100,0.057239,0.086417,1.000000,1.000000,0.957089,0.042911
0.003568,0.032131,0.001360,0.092689,0.140700,0.600700,0.133400,1.000000,1.000000,0.853095,0.146905
0.005715,0.023360,0.001780,0.021016,0.097100,0.534400,0.101300,1.000000,1.000000,0.910293,0.089707
0.002526,0.023200,0.000620,0.081881,0.136400,0.582100,0.103600,1.000000,1.000000,0.713778,0.286222
0.008436,0.032451,0.001500,0.007151,0.074200,0.518800,0.079500,1.000000,1.000000,0.867492,0.132508
0.128771,0.194195,0.108338,0.001126,0.083088,0.059530,0.110769,1.000000,1.000000,0.931758,0.068242
0.112305,0.360100,0.020755,0.002103,0.097129,0.063083,0.128450,1.000000,1.000000,0.912868,0.087132
0.003590,0.185340,0.095860,0.796978,0.241000,0.656400,0.383700,0.000000,0.000000,0.023971,0.976029
0.131148,0.431800,0.097906,0.000959,0.087100,0.054961,0.154000,1.000000,1.000000,0.900577,0.099423
0.016339,0.093599,0.010470,0.020331,0.096300,0.487700,0.259500,1.000000,1.000000,0.719143,0.280857
0.161799,0.649500,0.078996,0.001311,0.094200,0.059008,0.163000,1.000000,1.000000,0.806372,0.193628
0.042380,0.369900,0.064809,0.006954,0.143000,0.060300,0.099000,1.000000,1.000000,0.816186,0.183814
0.030497,0.345500,0.137764,0.008179,0.148900,0.055680,0.150000,1.000000,1.000000,0.937928,0.062072
0.005519,0.071351,0.043060,0.017870,0.093200,0.532400,0.089700,0.000000,0.000000,0.030046,0.969954
0.008800,0.415640,0.224560,0.362462,0.197900,0.809200,0.326700,0.000000,0.000000,0.163914,0.836086
0.006209,0.026370,0.000890,0.016498,0.091400,0.544000,0.088500,1.000000,1.000000,0.854980,0.145020
0.081125,0.203303,0.023812,0.000330,0.061112,0.044989,0.066836,1.000000,1.000000,0.962819,0.037181
0.001531,0.005945,0.000840,0.003246,0.060800,0.346200,0.025900,1.000000,1.000000,0.857173,0.142827
0.081490,0.232106,0.025781,0.000090,0.044163,0.036300,0.046677,0.000000,1.000000,0.948720,0.051280
0.215732,0.019150,0.001260,0.000172,0.029200,0.579000,0.085600,1.000000,0.000000,0.203367,0.796633
0.027078,1.385400,0.002030,0.002998,0.059700,0.590600,0.085000,0.000000,0.000000,0.102493,0.897507
0.034391,0.336159,0.136350,0.006883,0.130637,0.049550,0.121438,1.000000,1.000000,0.942205,0.057795
0.012823,0.053206,0.044290,0.007200,0.074300,0.597300,0.082600,0.000000,0.000000,0.047895,0.952105
0.039015,0.483000,0.162567,0.008657,0.151100,0.055120,0.169000,1.000000,1.000000,0.930062,0.069938
0.017177,0.076702,0.015290,0.006370,0.072000,0.603200,0.097300,0.000000,0.000000,0.304062,0.695938
0.027308,0.044391,0.047060,0.001775,0.052300,0.554100,0.073900,0.000000,0.000000,0.051604,0.948396
0.001269,0.014647,0.001410,0.074047,0.133100,0.504100,0.076600,1.000000,1.000000,0.677043,0.322957
0.104722,0.328200,0.031388,0.000595,0.077300,0.053880,0.079000,1.000000,1.000000,0.965530,0.034470
0.000567,0.021800,0.000350,0.427724,0.206600,0.568000,0.090800,0.000000,0.000000,0.036168,0.963832
0.357414,0.036750,0.003010,0.000152,0.028300,0.623300,0.107600,1.000000,0.000000,0.443062,0.556938
0.074660,0.239600,0.159063,0.005530,0.135000,0.064390,0.195000,1.000000,1.000000,0.765876,0.234124
0.117634,0.038200,0.003780,0.001634,0.051300,0.523600,0.233200,0.000000,1.000000,0.816265,0.183735
0.036462,0.366200,0.142198,0.007217,0.144300,0.057070,0.184000,1.000000,1.000000,0.948441,0.051559
0.088601,0.249300,0.092062,0.000452,0.072200,0.054810,0.097000,1.000000,1.000000,0.949417,0.050583
0.007140,0.058910,0.001180,0.027278,0.103600,0.635400,0.101600,0.000000,1.000000,0.662399,0.337601
0.258386,0.520900,0.043124,0.000329,0.066700,0.057690,0.103000,1.000000,1.000000,0.932532,0.067468
0.003665,0.033080,0.000820,0.043957,0.116800,0.557900,0.102900,1.000000,1.000000,0.724549,0.275451
0.031539,0.402300,0.155528,0.019952,0.186100,0.066100,0.170000,1.000000,1.000000,0.940911,0.059089
0.011521,0.036399,0.150510,0.007588,0.075300,0.579500,0.084800,0.000000,0.000000,0.116415,0.883585
0.000649,0.026430,0.001080,0.179583,0.165900,0.502600,0.072900,0.000000,0.000000,0.039541,0.960459
0.002743,0.104143,0.176400,0.348705,0.196000,0.707200,0.170500,0.000000,0.000000,0.009041,0.990959
0.000567,0.049290,0.001170,0.397265,0.202700,0.570700,0.082800,0.000000,0.000000,0.035079,0.964921
0.002683,0.029570,0.001190,0.136657,0.155100,0.618000,0.122300,0.000000,1.000000,0.777250,0.222750
0.015611,0.038730,0.000910,0.003899,0.063700,0.538300,0.084200,1.000000,1.000000,0.781776,0.218224
0.261684,0.038920,0.001460,0.000022,0.017500,0.439300,0.052600,0.000000,1.000000,0.508755,0.491245
0.002362,0.012167,0.001530,0.017059,0.092200,0.447800,0.065100,1.000000,1.000000,0.895544,0.104456
0.056348,0.087890,0.001060,0.002797,0.058600,0.584300,0.147100,1.000000,1.000000,0.734547,0.265453
0.007381,0.028020,0.001000,0.018724,0.094400,0.607200,0.092300,1.000000,1.000000,0.757067,0.242933
0.000365,0.014736,0.000680,0.370308,0.199300,0.522000,0.064200,0.000000,0.000000,0.129189,0.870811
0.379252,0.353452,0.032416,0.000108,0.046243,0.051410,0.087615,1.000000,1.000000,0.943026,0.056974
0.000589,0.008278,0.000980,0.273651,0.184800,0.528600,0.077600,0.000000,1.000000,0.587335,0.412665
